  0.  0.  1.  0.40 10. 16.  1.  0.  0.0  0.035  0.560  0.035  1.000   0.2   0.9   0.3000   0.5000   0.0    3    1
  0.  0.  0.  0.70 10. 16.  1.  0.  0.0  0.015  0.240  0.015  1.000   1.0   0.2   0.5000   0.2000   0.0    3    2
